book_id,goodreads_book_id,best_book_id,work_id,authors,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,Genre 1,Genre 2,Genre 3,Genre 4,isbn,isbn13
9173,27298,27298,27945,Indu Sundaresan,2002,The Twentieth Wife (Taj Mahal Trilogy #1),4.03,9873,10772,1240,123,472,2093,4360,3724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical fiction,india,fiction,historical,743428188,9.78E+12
9174,15059301,23229220,20713994,Erica Stevens,2012,Captured (The Captive #1),4.06,12468,15647,1153,377,768,2736,5388,6378,https://images.gr-assets.com/books/1364810534m/15059301.jpg,https://images.gr-assets.com/books/1364810534s/15059301.jpg,vampires,paranormal,romance,fantasy,,
9175,99461,99461,17330,Piers Anthony,1980,Split Infinity  (Apprentice Adept #1),3.94,13299,14043,311,169,739,3385,5242,4508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fantasy,science fiction,fiction,,345354915,9.78E+12
9176,44360,44360,425815,Rob Bell,2007,Sex God: Exploring the Endless Connections between Sexuality and Spirituality,3.82,8999,9487,612,322,643,2321,3374,2827,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,nonfiction,christian,religion,theology,310263468,9.78E+12
9177,5556595,5556595,5727718,Isabel Wolff,2009,A Vintage Affair,3.8,11104,13877,1892,148,764,3963,5863,3139,https://images.gr-assets.com/books/1327878847m/5556595.jpg,https://images.gr-assets.com/books/1327878847s/5556595.jpg,chick lit,fiction,romance,book club,7245823,9.78E+12
9178,302998,302998,1452188,Hanif Kureishi,1990,The Buddha of Suburbia,3.72,8683,10891,609,247,812,3062,4438,2332,https://images.gr-assets.com/books/1344618639m/302998.jpg,https://images.gr-assets.com/books/1344618639s/302998.jpg,fiction,1001 books,1001,contemporary,014013168X,9.78E+12
9179,11544466,11544466,16484181,Sarah Crossan,2012,Breathe (Breathe #1),3.69,13504,14779,1705,433,1323,4281,5109,3633,https://images.gr-assets.com/books/1330286837m/11544466.jpg,https://images.gr-assets.com/books/1330286837s/11544466.jpg,dystopian,young adult,,,62118692,9.78E+12
9180,64949,64949,888389,Brian Coffey Dean Koontz,1980,The Voice of the Night,3.91,12897,13626,311,188,793,3634,4464,4547,https://images.gr-assets.com/books/1308461608m/64949.jpg,https://images.gr-assets.com/books/1308461608s/64949.jpg,horror,dean koontz,fiction,thriller,425128164,9.78E+12
9181,25837338,25837338,44211483,Alex Rosenberg,2015,The Girl from Krakow,3.79,9585,9690,622,393,772,2207,3451,2867,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical fiction,fiction,wwii,historical,,
9182,6452731,6452731,6642936,Michael J. Sandel,2009,Justice: What's the Right Thing to Do?,4.25,8060,10065,887,83,266,1299,3843,4574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,philosophy,nonfiction,politics,,374180652,9.78E+12
9183,22608582,22608582,42145710,Mitchell Zuckoff,2014,13 Hours: The Inside Account of What Really Happened In Benghazi,4.26,8692,12435,1180,175,313,1575,4461,5911,https://images.gr-assets.com/books/1411493281m/22608582.jpg,https://images.gr-assets.com/books/1411493281s/22608582.jpg,nonfiction,history,military,,1455530093,9.78E+12
9184,6916963,6916963,6527884,Richelle Mead,2010,Succubus Shadows (Georgina Kincaid #5),4.18,18822,20507,933,134,634,3436,7530,8773,https://images.gr-assets.com/books/1315977677m/6916963.jpg,https://images.gr-assets.com/books/1315977677s/6916963.jpg,urban fantasy,paranormal,fantasy,romance,758232004,9.78E+12
9185,6505109,6505109,6696695,Leila Meacham,2010,Roses,4.02,10837,12279,1891,268,636,2244,4509,4622,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical fiction,fiction,romance,historical,446550000,9.78E+12
9186,33726,33726,1657338,Jennifer Crusie,1999,Crazy For You,3.78,14318,15487,520,214,970,4718,5632,3953,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,romance,chick lit,contemporary romance,contemporary,312932812,9.78E+12
9187,4016515,4016515,4062985,Maya Angelou,2008,Letter to My Daughter,4.08,9933,11305,1341,120,513,2199,4028,4445,https://images.gr-assets.com/books/1320448534m/4016515.jpg,https://images.gr-assets.com/books/1320448534s/4016515.jpg,nonfiction,memoir,poetry,,1400066124,9.78E+12
9188,393060,393060,953226,Lionel Shriver,2007,The Post-Birthday World,3.52,10415,11618,1758,648,1334,3315,3986,2335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,book club,contemporary,contemporary fiction,61187844,9.78E+12
9189,349129,349129,339403,Mordicai Gerstein,2003,The Man Who Walked Between the Towers,4.14,12022,12557,1234,192,472,2302,4021,5570,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,picture books,caldecott,picture book,nonfiction,439700418,9.78E+12
9190,14367051,14367051,20009001,Cassandra Clare,2012,City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments #1-5),4.59,10426,11483,264,114,147,826,2137,8259,https://images.gr-assets.com/books/1344663518m/14367051.jpg,https://images.gr-assets.com/books/1344663518s/14367051.jpg,fantasy,young adult,series,,1442472057,9.78E+12
9191,54120,54120,895682,José Saramago Margaret Jull Costa,2002,The Double,3.84,6430,10099,799,174,627,2492,4134,2672,https://images.gr-assets.com/books/1328876706m/54120.jpg,https://images.gr-assets.com/books/1328876706s/54120.jpg,fiction,1001 books,1001,portuguese,151010404,9.78E+12
9192,5996209,5996209,6170488,Richelle Mead,2008,Thorn Queen (Dark Swan #2),4.12,17026,18859,784,176,669,3379,7118,7517,https://images.gr-assets.com/books/1304053865m/5996209.jpg,https://images.gr-assets.com/books/1304053865s/5996209.jpg,urban fantasy,fantasy,paranormal,richelle mead,553819879,9.78E+12
9193,697210,697210,683528,Jacqueline Sheehan,2007,Lost & Found (Rocky Pelligrino #1),3.71,9474,10777,1216,194,846,3261,4049,2427,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,animals,dogs,chick lit,61128643,9.78E+12
9194,543505,543505,1502964,Beatrix Potter,1905,The Tale of Mrs. Tiggy-Winkle,4.19,12873,13247,188,151,470,2483,3702,6441,https://images.gr-assets.com/books/1311281900m/543505.jpg,https://images.gr-assets.com/books/1311281900s/543505.jpg,children's,classics,picture books,,723247757,9.78E+12
9195,76668,76668,2318460,Piers Anthony,1988,For Love of Evil (Incarnations of Immortality #6),4.1,12399,12665,202,133,590,2379,4337,5226,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fantasy,fiction,sci fi fantasy,science fiction,380752859,9.78E+12
9196,13543138,13543138,18984429,Sarah Jio,2012,Blackberry Winter,3.96,10907,12704,1813,187,710,2615,5166,4026,https://images.gr-assets.com/books/1382760152m/13543138.jpg,https://images.gr-assets.com/books/1382760152s/13543138.jpg,fiction,historical fiction,mystery,chick lit,452298385,9.78E+12
9197,11318,11318,2024704,Raymond Chandler,,Trouble Is My Business,4.05,9020,9466,232,286,308,1629,3666,3577,https://images.gr-assets.com/books/1388189902m/11318.jpg,https://images.gr-assets.com/books/1388189902s/11318.jpg,mystery,fiction,crime,noir,394757645,9.78E+12
9198,24761,24761,1219592,Madeleine L'Engle,1989,An Acceptable Time (A Wrinkle in Time Quintet #5),3.86,13596,15174,593,208,906,4110,5507,4443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fantasy,young adult,fiction,science fiction,440208149,9.78E+12
9199,127249,127249,72567,Steve Berry,2005,The Third Secret,3.84,10809,12179,622,185,687,3291,4725,3291,https://images.gr-assets.com/books/1320437464m/127249.jpg,https://images.gr-assets.com/books/1320437464s/127249.jpg,thriller,fiction,steve berry,mystery,345476131,9.78E+12
9200,2854962,2854962,2881096,Jenny Nimmo,2008,Charlie Bone and the Shadow (The Children of the Red King #7),4.02,13322,13669,272,206,618,3148,4478,5219,https://images.gr-assets.com/books/1328843031m/2854962.jpg,https://images.gr-assets.com/books/1328843031s/2854962.jpg,fantasy,young adult,charlie bone,fiction,439846692,9.78E+12
9201,38548,38548,38310,Lynsay Sands,2004,Love Bites (Argeneau #2),4.12,17118,19269,662,167,683,3809,6659,7951,https://images.gr-assets.com/books/1354343261m/38548.jpg,https://images.gr-assets.com/books/1354343261s/38548.jpg,paranormal romance,romance,vampires,paranormal,505525534,9.78E+12
9202,17727276,17727276,24806264,Hillary Rodham Clinton,2013,Hard Choices,3.57,8724,9724,1049,682,830,2699,3253,2260,https://images.gr-assets.com/books/1402198745m/17727276.jpg,https://images.gr-assets.com/books/1402198745s/17727276.jpg,nonfiction,politics,biography,,1476751447,9.78E+12
9203,137894,137894,132914,Bob Gale Devin Grayson Alex Maleev Dale Eaglesham,1999,Batman: No Man's Land Vol. 1,4.11,9269,9297,91,123,465,1842,2701,4166,https://images.gr-assets.com/books/1377876110m/137894.jpg,https://images.gr-assets.com/books/1377876110s/137894.jpg,comics,graphic novel,batman,,1563895641,9.78E+12
9204,9854,9854,1693873,Jeffrey D. Sachs Bono,2005,The End of Poverty,3.66,7917,8718,682,219,770,2640,3241,1848,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,economics,nonfiction,development,,143036580,9.78E+12
9205,11076123,11076123,15997604,Esi Edugyan,2011,Half Blood Blues,3.63,8911,11506,1392,256,1039,3468,4690,2053,https://images.gr-assets.com/books/1309737674m/11076123.jpg,https://images.gr-assets.com/books/1309737674s/11076123.jpg,fiction,historical fiction,canadian,book club,1846687756,9.78E+12
9206,15655,15655,17490,Katrina Kittle,2006,The Kindness of Strangers,4,10627,11313,1452,167,420,2221,4888,3617,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,book club,contemporary,contemporary fiction,60564784,9.78E+12
9207,13132816,13132816,18309264,Robin Benway,2015,Emmy & Oliver,3.91,13260,14587,2284,281,718,3410,5811,4367,https://images.gr-assets.com/books/1414589813m/13132816.jpg,https://images.gr-assets.com/books/1414589813s/13132816.jpg,young adult,contemporary,romance,,,
9208,22040598,22040598,41363353,Scott McCloud,2015,The Sculptor,4,10038,10902,1789,327,655,1981,3614,4325,https://images.gr-assets.com/books/1418629570m/22040598.jpg,https://images.gr-assets.com/books/1418629570s/22040598.jpg,graphic novel,,comics,,1596435739,9.78E+12
9209,22504701,22504701,41951492,Victoria Jamieson,2015,Roller Girl,4.27,18014,18787,2511,444,591,2116,5854,9782,https://images.gr-assets.com/books/1447914095m/22504701.jpg,https://images.gr-assets.com/books/1447914095s/22504701.jpg,graphic novel,middle grade,realistic fiction,,803740166,9.78E+12
9210,160988,160988,190629,P.D. Eastman,1968,The Best Nest,4.19,11906,12032,148,132,484,2300,3148,5968,https://images.gr-assets.com/books/1320398047m/160988.jpg,https://images.gr-assets.com/books/1320398047s/160988.jpg,picture books,children's,,,394800516,9.78E+12
9211,7296271,7296271,8632949,J.L. Bourne,2010,Beyond Exile (Day by Day Armageddon# 2),4.08,8923,9976,408,114,448,1852,3667,3895,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,horror,zombie,fiction,post apocalyptic,143917752X,9.78E+12
9212,1105093,1105093,205014,Randall Wallace,1995,Braveheart,4.19,10729,10837,76,218,473,1642,3230,5274,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical fiction,fiction,movies,historical,671522817,9.78E+12
9213,21327,21327,2542586,Bill Willingham Mark Buckingham Steve Leialoha Jim Fern Jimmy Palmiotti Andrew Pepoy,2006,Fables Vol. 7: Arabian Nights [and Days] (Fables #7),4.1,13772,14055,485,68,343,2821,5705,5118,https://images.gr-assets.com/books/1327962799m/21327.jpg,https://images.gr-assets.com/books/1327962799s/21327.jpg,graphic novel,comics,fantasy,,1401210007,9.78E+12
9214,98687,98687,1363157,André Aciman,2007,Call Me by Your Name,4.13,10154,12024,1549,304,632,1799,3698,5591,https://images.gr-assets.com/books/1283737003m/98687.jpg,https://images.gr-assets.com/books/1283737003s/98687.jpg,fiction,lgbt,romance,lgbtq,374299218,9.78E+12
9215,15836,15836,253710,Anne Michaels,1996,Fugitive Pieces,3.95,10642,11449,929,310,772,2388,3745,4234,https://images.gr-assets.com/books/1327866798m/15836.jpg,https://images.gr-assets.com/books/1327866798s/15836.jpg,fiction,historical fiction,canadian,1001 books,679776591,9.78E+12
9216,15549,15549,1112930,Terry Brooks,2006,Armageddon's Children (Genesis of Shannara #1),4.09,11107,12790,623,121,487,2452,4793,4937,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fantasy,terry brooks,shannara,fiction,345484088,9.78E+12
9217,376613,376613,817262,Richard   Preston,1997,The Cobra Event,4,10505,11650,504,154,505,2523,4504,3964,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,thriller,science fiction,suspense,679457143,9.78E+12
9218,13115995,13115995,18289996,Brodi Ashton,2013,Everbound (Everneath #2),4.06,15865,16560,1678,261,833,3136,5676,6654,https://images.gr-assets.com/books/1359138201m/13115995.jpg,https://images.gr-assets.com/books/1359138201s/13115995.jpg,young adult,fantasy,paranormal,romance,62071165,9.78E+12
9219,5291189,5291189,5358612,Richard Stearns,2009,The Hole in Our Gospel: What does God expect of Us? The Answer that Changed my Life and Might Just Change the World,4.18,9512,9982,575,219,385,1527,3108,4743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,christian,nonfiction,christianity,faith,785229183,9.78E+12
9220,300650,300650,291719,Gary Ezzo,1993,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,3.58,5939,9356,1804,795,918,2214,2964,2465,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,parenting,nonfiction,baby,,1932740082,9.78E+12
9221,9722217,9722217,14610992,نور عبدالمجيد,2012,رغم الفراق,3.97,7822,7845,1198,343,570,1342,2331,3259,https://images.gr-assets.com/books/1452204772m/9722217.jpg,https://images.gr-assets.com/books/1452204772s/9722217.jpg,ÿ±ŸàÿßŸäÿßÿ™,novels,ŸÜŸàÿ± ÿπÿ®ÿØ ÿßŸÑŸÖÿ¨ŸäÿØ,pdf,,
9222,71984,71984,69695,Steve Coll,2004,Ghost Wars: The Secret History of the CIA Afghanistan and bin Laden from the Soviet Invasion to September 10 2001,4.28,9066,9638,656,66,175,1276,3597,4524,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,history,nonfiction,politics,,143034669,9.78E+12
9223,61794,61794,362,Anonymous,1554,La vida del Lazarillo de Tormes,3.49,7748,12456,475,511,1550,4166,3805,2424,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,classics,spanish,fiction,cl√°sicos,8489163413,9.79E+12
9224,25866725,25866725,44874884,E.C. Diskin,2015,Broken Grace,3.92,10020,10265,613,159,551,2340,4157,3058,https://images.gr-assets.com/books/1436281761m/25866725.jpg,https://images.gr-assets.com/books/1436281761s/25866725.jpg,mystery,fiction,thriller,kindle unlimited,,
9225,161846,161846,812592,John Wyndham,1957,The Midwich Cuckoos,3.93,10841,12926,632,93,531,3167,5580,3555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,science fiction,fiction,horror,,345299116,9.78E+12
9226,20874139,20874139,26171345,Phyllis T. Smith,2011,I Am Livia,3.93,9302,9457,852,149,474,2046,3987,2801,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical fiction,fiction,historical,kindle first,,
9227,2306910,2306910,6507546,Sandra Brown,2008,Smoke Screen,3.98,11245,12399,767,88,443,2920,5157,3791,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,sandra brown,mystery,romance,romantic suspense,1416563067,9.78E+12
9228,7894870,7894870,10011055,Jeff Smith Thomas E. Sniegoski Steve Hamaker,2010,Bone: Tall Tales,4.38,9084,9151,151,97,271,1228,1979,5576,https://images.gr-assets.com/books/1328839454m/7894870.jpg,https://images.gr-assets.com/books/1328839454s/7894870.jpg,graphic novel,comics,fantasy,,054514096X,9.78E+12
9229,19156898,19156898,27112723,Jennifer L. Holm Tad Carpenter,2014,The Fourteenth Goldfish,3.87,9532,13096,2089,383,734,3117,4836,4026,https://images.gr-assets.com/books/1386092727m/19156898.jpg,https://images.gr-assets.com/books/1386092727s/19156898.jpg,middle grade,science fiction,fiction,science,375870644,9.78E+12
9230,988170,988170,1952538,Kathryn Jackson Gustav Tenggren,1952,Tawny Scrawny Lion,4.16,12407,12632,99,138,496,2719,3138,6141,https://images.gr-assets.com/books/1395619387m/988170.jpg,https://images.gr-assets.com/books/1395619387s/988170.jpg,children's,picture books,,,307021688,9.78E+12
9231,298816,298816,289909,Don Richardson,1974,Peace Child: An Unforgettable Story of Primitive Jungle Treachery in the 20th Century,4.31,8832,9128,238,102,227,1206,2811,4782,https://images.gr-assets.com/books/1328779463m/298816.jpg,https://images.gr-assets.com/books/1328779463s/298816.jpg,christian,biography,nonfiction,missions,830737847,9.78E+12
9232,400,400,1011400,Don DeLillo,1988,Libra,3.98,10195,11342,633,156,534,2312,4740,3600,https://images.gr-assets.com/books/1327935630m/400.jpg,https://images.gr-assets.com/books/1327935630s/400.jpg,fiction,historical fiction,novels,1001 books,140156046,9.78E+12
9233,18990,18990,79986,John le Carré,1977,The Honourable Schoolboy,3.94,9346,11827,599,83,467,2832,5109,3336,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,espionage,spy,thriller,743457919,9.78E+12
9234,1593623,1593623,1202854,Robin Hobb,2007,Renegade's Magic (Soldier Son #3),3.46,10164,11715,402,593,1601,3693,3465,2363,https://images.gr-assets.com/books/1290919036m/1593623.jpg,https://images.gr-assets.com/books/1290919036s/1593623.jpg,fantasy,robin hobb,fiction,epic fantasy,006147312X,9.78E+12
9235,16148938,16148938,21983905,Hugh Howey,2012,Second Shift: Order (Shift #2),4.26,10110,10366,451,22,154,1395,4300,4495,https://images.gr-assets.com/books/1352920738m/16148938.jpg,https://images.gr-assets.com/books/1352920738s/16148938.jpg,science fiction,fiction,dystopian,,,
9236,13105,13105,2591755,James Redfield,1996,The Tenth Insight: Holding the Vision (Celestine Prophecy #2),3.61,8795,9485,346,355,1068,2844,2857,2361,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,spiritual,spirituality,philosophy,new age,446674575,9.78E+12
9237,820394,820394,2444564,Jed Rubenfeld,2006,The Interpretation of Murder (Freud #1),3.51,9781,10909,1143,299,1182,3804,3864,1760,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,historical fiction,mystery,crime,755331427,9.78E+12
9238,8172,8172,11126,Mark Waid Alfred Gough Miles Millar Dave McCaig Gerry Alanguilan Leinil Francis Yu,2003,Superman: Birthright,4.12,9253,9360,355,123,403,1734,3087,4013,https://images.gr-assets.com/books/1343584198m/8172.jpg,https://images.gr-assets.com/books/1343584198s/8172.jpg,comics,graphic novel,superman,dc,1401202527,9.78E+12
9239,141935,141935,136898,Margret Rey H.A. Rey Martha Weston,2003,Curious George Visits the Library,4.25,10561,10629,71,134,368,1927,2486,5714,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,picture books,children's,,,618065687,9.78E+12
9240,45369,45369,2270654,Julian Barnes,2005,Arthur & George,3.7,10131,12297,1291,183,891,3641,5346,2236,https://images.gr-assets.com/books/1419234701m/45369.jpg,https://images.gr-assets.com/books/1419234701s/45369.jpg,fiction,historical fiction,mystery,historical,1400097037,9.78E+12
9241,381787,20214789,371565,Gerald N. Lund,1992,Truth Will Prevail (The Work and the Glory #3),4.3,9081,10604,198,33,191,1484,3732,5164,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical fiction,lds,lds fiction,religious,1590384989,9.78E+12
9242,16029994,16029994,21799599,Karina Halle,2013,Sins & Needles (The Artists Trilogy #1),3.98,18391,20756,2629,650,1150,3759,7535,7662,https://images.gr-assets.com/books/1347859611m/16029994.jpg,https://images.gr-assets.com/books/1347859611s/16029994.jpg,romance,new adult,contemporary,series,1479359084,9.78E+12
9243,61505,61505,59819,E.H. Gombrich Caroline Mustill Clifford Harper,1936,A Little History of the World,4.1,8297,11017,1190,120,413,1962,4245,4277,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,history,nonfiction,ÿ™ÿßÿ±ŸäÿÆ,,300108834,9.78E+12
9244,8542839,8542839,13410545,H.P. Mallory,2010,Fire Burn and Cauldron Bubble (Jolie Wilkins #1),3.85,10228,13938,1110,440,922,3253,5005,4318,https://images.gr-assets.com/books/1329352960m/8542839.jpg,https://images.gr-assets.com/books/1329352960s/8542839.jpg,paranormal,romance,fantasy,paranormal romance,,9.78E+12
9245,836611,836611,349431,Natsuki Takaya Alethea Nibley Athena Nibley,2000,Fruits Basket Vol. 4,4.39,15336,15506,243,89,313,1917,4253,8934,https://images.gr-assets.com/books/1480179107m/836611.jpg,https://images.gr-assets.com/books/1480179107s/836611.jpg,manga,fantasy,romance,graphic novel,1591826063,9.78E+12
9246,6758423,6758423,6955056,Geneen Roth,2009,Women Food and God: An Unexpected Path to Almost Everything,3.62,10201,11420,1483,541,1287,3066,3552,2974,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,nonfiction,self help,health,,1416543074,9.78E+12
9247,762134,762134,748227,Naguib Mahfouz William M. Hutchins Olive E. Kenny,1956,Palace Walk (The Cairo Trilogy #1),4.14,6423,10468,985,129,413,1687,3915,4324,https://images.gr-assets.com/books/1327882172m/762134.jpg,https://images.gr-assets.com/books/1327882172s/762134.jpg,fiction,historical fiction,ŸÜÿ¨Ÿäÿ® ŸÖÿ≠ŸÅŸàÿ∏,egypt,385264666,9.78E+12
9248,6630751,6630751,3976550,Andrew  Peterson,2008,First to Kill (Nathan McBride #1),4.03,7849,10179,437,165,426,1927,4099,3562,https://images.gr-assets.com/books/1356545953m/6630751.jpg,https://images.gr-assets.com/books/1356545953s/6630751.jpg,thriller,fiction,audible,mystery,,
9249,109515,109515,105537,Frank Bettger,1947,How I Raised Myself from Failure to Success in Selling,4.25,9438,9761,219,161,366,1465,2617,5152,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,business,sales,nonfiction,self help,067179437X,9.78E+12
9250,15902792,15902792,21653636,Billy Crystal,2013,Still Foolin' 'Em: Where I've Been Where I'm Going and Where the Hell Are My Keys,3.89,8225,10271,1699,265,547,2319,4025,3115,https://images.gr-assets.com/books/1411351481m/15902792.jpg,https://images.gr-assets.com/books/1411351481s/15902792.jpg,nonfiction,humor,biography,memoir,805098232,9.78E+12
9251,152402,152402,2643917,Jackie Collins,1985,Lucky (Lucky Santangelo #2),4.08,9994,10907,235,149,495,2240,3432,4591,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,jackie collins,fiction,romance,chick lit,743482867,9.78E+12
9252,24938,24938,25705,Stephen Schwartz Gregory Maguire,2004,Wicked - Piano/Vocal Arrangement,4.45,10729,10757,38,87,175,1068,2879,6548,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,music,plays,sheet music,fiction,063407881X,9.78E+12
